"","Subject","Level","Block","Trial","Condition","TrialType","EventType","EventTime","SoundID","AnimationID","MovDir","Congruency","Response","Correctness"
"746",16,2,6,6,"2",2,3,645.4407,2,4,1,0,NA,NA
"747",16,2,6,6,"2",2,1,645.4429,NA,NA,NA,NA,NA,NA
"748",16,2,6,6,"2",2,4,647.1712,2,4,1,0,1,FALSE
"749",16,2,7,NA,"2",1,1,650.2495,NA,NA,NA,NA,NA,NA
"750",16,2,7,NA,"2",1,2,666.1117,2,NA,NA,NA,NA,NA
"751",16,2,7,NA,"2",1,2,667.7146,6,NA,NA,NA,NA,NA
"752",16,2,7,NA,"2",1,2,667.7321,3,NA,NA,NA,NA,NA
"753",16,2,7,NA,"2",1,2,669.1338,2,NA,NA,NA,NA,NA
"754",16,2,7,NA,"2",1,2,670.503,1,NA,NA,NA,NA,NA
"755",16,2,7,NA,"2",1,2,671.8722,2,NA,NA,NA,NA,NA
"756",16,2,7,NA,"2",1,2,673.1912,1,NA,NA,NA,NA,NA
"757",16,2,7,NA,"2",1,2,677.6994,1,NA,NA,NA,NA,NA
"758",16,2,7,NA,"2",1,2,678.6344,2,NA,NA,NA,NA,NA
"759",16,2,7,NA,"2",1,2,679.8199,1,NA,NA,NA,NA,NA
"760",16,2,7,NA,"2",1,2,680.6214,2,NA,NA,NA,NA,NA
"761",16,2,7,NA,"2",1,2,681.6733,4,NA,NA,NA,NA,NA
"762",16,2,7,NA,"2",1,1,681.7065,NA,NA,NA,NA,NA,NA
"763",16,2,7,NA,"2",2,1,682.2093,NA,NA,NA,NA,NA,NA
"764",16,2,7,1,"2",2,3,683.2259,3,30,3,1,NA,NA
"765",16,2,7,1,"2",2,1,683.2282,NA,NA,NA,NA,NA,NA
"766",16,2,7,1,"2",2,4,684.9384,3,30,3,1,1,TRUE
"767",16,2,7,2,"2",2,3,686.749,2,32,2,1,NA,NA
"768",16,2,7,2,"2",2,1,686.7513,NA,NA,NA,NA,NA,NA
"769",16,2,7,2,"2",2,4,688.2899,2,32,2,1,1,TRUE
"770",16,2,7,3,"2",2,3,690.2721,7,35,7,1,NA,NA
"771",16,2,7,3,"2",2,1,690.2743,NA,NA,NA,NA,NA,NA
"772",16,2,7,3,"2",2,4,691.77,7,35,7,1,1,TRUE
"773",16,2,7,4,"2",2,3,693.7951,5,16,8,0,NA,NA
"774",16,2,7,4,"2",2,1,693.7974,NA,NA,NA,NA,NA,NA
"775",16,2,7,4,"2",2,4,695.3653,5,16,8,0,1,FALSE
"776",16,2,7,5,"2",2,3,697.3184,8,10,6,0,NA,NA
"777",16,2,7,5,"2",2,1,697.3211,NA,NA,NA,NA,NA,NA
"778",16,2,7,5,"2",2,4,698.8566,8,10,6,0,1,FALSE
"779",16,2,7,6,"2",2,3,700.8413,6,38,5,0,NA,NA
"780",16,2,7,6,"2",2,1,700.8436,NA,NA,NA,NA,NA,NA
"781",16,2,7,6,"2",2,4,702.3391,6,38,5,0,1,FALSE
